ENDEKS;DATE;SESSION;LOW;HIGH;CLOSE;USD BASED;EURO BASED
XU100;29.04.1999;2;5396.98;5627.97;5440.27;820.19;900.52
XU100;30.04.1999;1;5289.09;5440.27;5383.87;808.54;893
XU100;30.04.1999;2;5314.36;5432.43;5354.03;804.06;888.06
XU100;03.05.1999;1;5302;5478.98;5403.23;810.14;895.45
XU100;03.05.1999;2;5366.89;5451.58;5393.78;808.73;893.88
XU100;04.05.1999;1;5300.74;5454.5;5371.18;802.33;886.81
XU100;04.05.1999;2;5370.45;5466.51;5451.84;814.38;900.13
XU100;05.05.1999;1;5433.28;5585.11;5462.26;814.36;901.98
XU100;05.05.1999;2;5457.36;5590.95;5580.36;831.96;921.48
XU100;06.05.1999;1;5553.01;5663.82;5586.06;835.34;916.98
XU100;06.05.1999;2;5555.01;5619.02;5590.71;836.04;917.75
XU100;07.05.1999;1;5590.71;5766.18;5735.43;861.43;934.07
XU100;07.05.1999;2;5571.4;5740.02;5606.47;842.06;913.07
XU100;10.05.1999;1;5606.47;5688.72;5649.32;847.03;919.9
XU100;10.05.1999;2;5581.17;5668.61;5668.61;849.92;923.04
XU100;11.05.1999;1;5668.61;5775.84;5731.21;854.94;932.64
XU100;11.05.1999;2;5720.46;5812.51;5811.13;866.86;945.64
XU100;12.05.1999;1;5651.57;5844.18;5683.98;847.48;923.13
XU100;12.05.1999;2;5372.57;5683.98;5457.68;813.74;886.38
XU100;13.05.1999;1;5426.71;5574.41;5528.86;819.8;901.53
XU100;13.05.1999;2;5262.52;5528.86;5405.44;801.5;881.4
XU100;14.05.1999;1;5405.44;5560.22;5464.42;808.63;891.25
XU100;14.05.1999;2;5464.42;5665.5;5656.23;837.01;922.54
XU100;17.05.1999;1;5124.32;5656.23;5498.48;814.54;893.39
XU100;17.05.1999;2;5454.39;5583.4;5543.69;821.24;900.74
XU100;18.05.1999;1;5513.91;5678.2;5538.13;817.74;896.4
XU100;18.05.1999;2;5387.46;5755.47;5703.15;842.1;923.11
XU100;20.05.1999;1;5703.15;5887.1;5779.77;852.79;934.12
XU100;20.05.1999;2;5622.32;5795.54;5653.35;834.13;913.68
XU100;21.05.1999;1;5628.49;5806.77;5695.83;836.84;921.22
XU100;21.05.1999;2;5452.2;5695.83;5496.5;807.55;888.98
XU100;24.05.1999;1;5476.39;5699.62;5478.36;801.9;888.09
XU100;24.05.1999;2;5214.41;5491.67;5272.15;771.71;854.67
XU100;25.05.1999;1;5074.63;5312.55;5132.17;748.54;829.08
XU100;25.05.1999;2;4981.63;5143.21;5086.23;741.84;821.66
XU100;26.05.1999;1;5034.06;5169.26;5158.15;753.05;830.23
XU100;26.05.1999;2;5021.6;5194.52;5077.79;741.32;817.29
XU100;27.05.1999;1;5077.79;5310.75;5146.92;747.86;831.39
XU100;27.05.1999;2;5146.92;5282.95;5265.1;765.03;850.48
XU100;28.05.1999;1;5190.66;5331.95;5223.55;755.45;846.33
XU100;28.05.1999;2;5201.01;5285.92;5247.37;758.89;850.19
XU100;31.05.1999;1;5180.84;5287.99;5204.88;752.92;841.41
XU100;31.05.1999;2;5015.39;5204.88;5069.22;733.3;819.48
XU100;01.06.1999;1;4960.54;5069.22;5057.46;727.82;815.07
XU100;01.06.1999;2;5050.43;5147.11;5126.61;737.77;826.21
XU100;02.06.1999;1;4972.57;5201.94;5012.02;720;808.87
XU100;02.06.1999;2;4908.65;5040.83;4964.07;713.11;801.13
XU100;03.06.1999;1;4869.69;4990.97;4981.98;713.81;804.62
XU100;03.06.1999;2;4920.4;4993.75;4986.17;714.41;805.29
XU100;04.06.1999;1;4986.17;5240.49;5240.49;749.93;845.65
XU100;04.06.1999;2;5212.21;5368.02;5366.95;768.02;866.06
XU100;07.06.1999;1;5323.69;5489.63;5360.25;763.95;867.31
XU100;07.06.1999;2;5227.1;5360.25;5298.55;755.16;857.33
XU100;08.06.1999;1;5182.33;5298.55;5245.45;745.22;846.21
XU100;08.06.1999;2;5187.71;5290.26;5288.29;751.3;853.12
XU100;09.06.1999;1;5272.02;5403.81;5284.75;752.62;847.95
XU100;09.06.1999;2;5248.58;5333.31;5289.12;753.24;848.65
XU100;10.06.1999;1;5289.12;5391.31;5352.46;763.98;854.67
XU100;10.06.1999;2;5352.46;5560.28;5560.28;793.64;887.85
XU100;11.06.1999;1;5504.46;5679.47;5601.74;799.06;893.22
XU100;11.06.1999;2;5462.09;5601.74;5531.82;789.08;882.08
XU100;14.06.1999;1;5460.86;5544.55;5464.73;779.18;869.76
XU100;14.06.1999;2;5368.5;5511.08;5402.09;770.25;859.79
XU100;15.06.1999;1;5286.26;5469.53;5368.87;761.51;854.03
XU100;15.06.1999;2;5200.94;5368.87;5241.07;743.38;833.7
XU100;16.06.1999;1;5028.45;5241.07;5101.82;721.56;812.57
XU100;16.06.1999;2;4976.56;5135.29;5081.53;718.69;809.34
XU100;17.06.1999;1;5035.76;5198.88;5140.08;724.54;820.43
XU100;17.06.1999;2;5140.08;5262.72;5262.55;741.81;839.97
XU100;18.06.1999;1;5262.55;5408.77;5398.52;760;860.91
XU100;18.06.1999;2;5247.83;5414.96;5321.58;749.17;848.64
XU100;21.06.1999;1;5198.57;5321.58;5241.28;738.67;832.79
XU100;21.06.1999;2;5203.07;5289.15;5289.15;745.41;840.4
XU100;22.06.1999;1;5200.69;5314.14;5222.34;732.44;829.04
XU100;22.06.1999;2;5169.71;5294.12;5219.17;732;828.54
XU100;23.06.1999;1;5104.05;5317.68;5140.82;719.16;816.78
XU100;23.06.1999;2;5062.32;5143.09;5129.59;717.59;814.99
XU100;24.06.1999;1;5054.93;5136.45;5096.2;712.08;808.97
XU100;24.06.1999;2;5041.83;5122;5090.07;711.22;808
XU100;25.06.1999;1;4978.29;5151.83;5137.81;717.99;813.87
XU100;25.06.1999;2;4904.3;5176.02;4941.56;690.56;782.78
XU100;28.06.1999;1;4666.47;4941.56;4690.92;657.84;737.97
XU100;28.06.1999;2;4609.25;4759.1;4680.97;656.45;736.41
XU100;29.06.1999;1;4547.94;4680.97;4632.31;646.44;728.47
XU100;29.06.1999;2;4623.24;4778.11;4676.39;652.6;735.4
XU100;30.06.1999;1;4630.77;4848.68;4830.88;672.69;760.02
XU100;30.06.1999;2;4830.88;5007.12;4950.21;689.3;778.79
XU100;01.07.1999;1;4950.2;5137.4;5086.95;706.4;801.04
XU100;01.07.1999;2;5007.3;5194.45;5159.98;716.54;812.54
XU100;02.07.1999;1;5039.89;5187.39;5173.75;716.92;815.19
XU100;02.07.1999;2;4743.33;5253.38;4860.88;673.57;765.89
XU100;05.07.1999;1;4860.88;5021.24;4968.7;686.17;784.55
XU100;05.07.1999;2;4965.91;5043.65;5030.67;694.72;794.34
XU100;06.07.1999;1;4915.78;5048.87;4950.8;680.78;779.15
XU100;06.07.1999;2;4801.5;4950.8;4819.79;662.76;758.53
XU100;07.07.1999;1;4542.12;4819.79;4617.99;634.89;727.13
XU100;07.07.1999;2;4597.41;4762.1;4755.23;653.76;748.74
XU100;08.07.1999;1;4755.23;4880.59;4866.52;668.51;765.48
XU100;08.07.1999;2;4769.5;4879.22;4877.2;669.97;767.16
XU100;09.07.1999;1;4862.6;4948.08;4917;673.41;774.51
XU100;09.07.1999;2;4917;5128.79;5128.79;702.42;807.87
XU100;12.07.1999;1;5128.79;5499.92;5499.92;753.03;864.47
XU100;12.07.1999;2;5450.06;5620.78;5620.78;769.58;883.46
XU100;13.07.1999;1;5507.97;5669.09;5600.39;761.56;881.51
XU100;13.07.1999;2;5426.03;5613.65;5574.99;758.1;877.52
XU100;14.07.1999;1;5528.29;5730.36;5729.31;780.21;897.87
XU100;14.07.1999;2;5692.6;5818.32;5782.71;787.48;906.24
XU100;15.07.1999;1;5712.23;5917.36;5761.83;783.47;902.42
XU100;15.07.1999;2;5665.62;5780.11;5763.43;783.69;902.67
XU100;16.07.1999;1;5609.53;5777.44;5646.23;767.7;882.16
XU100;16.07.1999;2;5588.49;5717.89;5676.26;771.78;886.86
XU100;19.07.1999;1;5639.26;5754.39;5708.2;775.57;890.43
XU100;19.07.1999;2;5708.2;5924.83;5924.83;805;924.22
XU100;20.07.1999;1;5865.11;5990.62;5976.48;807.53;931.96
XU100;20.07.1999;2;5895.36;6015.25;5990.79;809.46;934.19
XU100;21.07.1999;1;5787.19;5990.79;5879.89;802.77;902.71
XU100;21.07.1999;2;5879.89;6003.66;6003.66;819.66;921.72
XU100;22.07.1999;1;6003.66;6159.37;6059.84;827.92;927.26
XU100;22.07.1999;2;5827.39;6059.84;5865.34;801.35;897.5
XU100;23.07.1999;1;5770.35;5899.15;5838.67;798.56;890.13
XU100;23.07.1999;2;5686.32;5838.67;5782.91;790.94;881.62
XU100;26.07.1999;1;5650.98;5782.91;5744.86;784.59;875.3
XU100;26.07.1999;2;5517.94;5744.86;5529.45;755.17;842.48
XU100;27.07.1999;1;5529.45;5710.12;5653.53;775.61;850.54
XU100;27.07.1999;2;5653.53;5774.64;5759.54;790.16;866.49
XU100;28.07.1999;1;5759.54;5874.34;5803.01;793.48;874.48
XU100;28.07.1999;2;5608.98;5832.71;5694.05;778.58;858.06
XU100;29.07.1999;1;5674.58;5775.01;5733.83;782.45;864.1
XU100;29.07.1999;2;5666;5783.38;5710.42;779.26;860.57
XU100;30.07.1999;1;5666.76;5862.69;5709.34;780.65;856.23
XU100;30.07.1999;2;5639.73;5805.45;5805.45;793.8;870.64
XU100;02.08.1999;1;5717.49;5807.64;5758.8;787.32;861.76
XU100;02.08.1999;2;5646.39;5758.8;5681.79;776.79;850.24
XU100;03.08.1999;1;5554.64;5685.25;5587.12;760.42;834.98
XU100;03.08.1999;2;5587.12;5706.64;5706.64;776.69;852.84
XU100;04.08.1999;1;5623.9;5732.84;5704.2;774.91;852.4
XU100;04.08.1999;2;5635.74;5719.07;5687.28;772.61;849.87
XU100;05.08.1999;1;5600.39;5706.79;5629.17;768;834.92
XU100;05.08.1999;2;5527.63;5640.46;5596.69;763.57;830.1
XU100;06.08.1999;1;5570.33;5655.79;5630.23;768;833.3
XU100;06.08.1999;2;5568.07;5644.21;5603.73;764.39;829.38
XU100;09.08.1999;1;5603.73;5820.25;5731.74;779.25;849.76
XU100;09.08.1999;2;5723.72;5827.08;5807.16;789.51;860.94
XU100;10.08.1999;1;5760.38;5863.65;5783.33;782.62;856.22
XU100;10.08.1999;2;5706.45;5820.44;5755.46;778.85;852.1
XU100;11.08.1999;1;5662.61;5810.24;5688.67;770.6;839.3
XU100;11.08.1999;2;5627.85;5735.22;5675.04;768.75;837.29
XU100;12.08.1999;1;5646.33;5704.9;5671.15;764.91;839.19
XU100;12.08.1999;2;5577.34;5680.52;5627.61;759.04;832.75
XU100;13.08.1999;1;5627.61;5721.35;5709.5;768.28;845.27
XU100;13.08.1999;2;5685.63;5789.61;5786.55;778.65;856.68
XU100;16.08.1999;1;5786.18;5899.27;5847.81;786.93;863.68
XU100;16.08.1999;2;5752.94;5848.03;5807.11;781.45;857.67
XU100;26.08.1999;1;5227.56;5807.11;5230.56;688.05;772.38
XU100;26.08.1999;2;4872.36;5230.56;5204.07;684.56;768.46
XU100;27.08.1999;1;5200.4;5308.18;5240.54;689.04;772.53
XU100;27.08.1999;2;5226.17;5322.72;5277.31;693.88;777.95
XU100;31.08.1999;1;5048.01;5291.97;5100.69;670.17;750.8
XU100;31.08.1999;2;4984.12;5131.91;5018.28;659.35;738.67
XU100;01.09.1999;1;5017.91;5159.06;5147.19;676.66;750.04
XU100;01.09.1999;2;5097.87;5167.27;5137.75;675.42;748.66
XU100;02.09.1999;1;5100.28;5287.61;5264.95;693.03;764.2
XU100;02.09.1999;2;5174.5;5264.95;5230.09;688.44;759.14
XU100;03.09.1999;1;5219.9;5313.7;5251.98;691.92;759.68
XU100;03.09.1999;2;5227.14;5358.64;5358.64;705.97;775.11
XU100;06.09.1999;1;5358.64;5579.56;5572.93;733.9;804.49
XU100;06.09.1999;2;5571.81;5823.86;5823.86;766.94;840.72
XU100;07.09.1999;1;5740.62;5892.5;5819.21;759.63;839.77
XU100;07.09.1999;2;5699.58;5896.9;5799.78;757.09;836.97
XU100;08.09.1999;1;5799.78;6030.66;6012.95;783.95;868.87
XU100;08.09.1999;2;5977.09;6129.49;6094.96;794.64;880.72
XU100;09.09.1999;1;6033.6;6148.57;6084.16;794.24;875.23
XU100;09.09.1999;2;6010.23;6135.47;6118.18;798.68;880.12
XU100;10.09.1999;1;6067.16;6206.53;6153.71;800.65;886.3
XU100;10.09.1999;2;6125.03;6216.44;6178.29;803.85;889.84
XU100;13.09.1999;1;6090.44;6213.17;6127.57;794.56;883.65
XU100;13.09.1999;2;5926.28;6127.57;6050.78;784.6;872.57
XU100;14.09.1999;1;6050.78;6143.49;6103.18;781.84;885.73
XU100;14.09.1999;2;6096.56;6184.09;6142.83;786.92;891.48
XU100;15.09.1999;1;6057.21;6180.58;6085.42;779.26;880.94
XU100;15.09.1999;2;6018.92;6108.29;6108.29;782.19;884.25
XU100;16.09.1999;1;6043.75;6159.03;6117.68;782.63;884.15
XU100;16.09.1999;2;6080.73;6150.69;6150.69;786.85;888.92
XU100;17.09.1999;1;6101.33;6206.28;6135.26;783.65;885.89
XU100;17.09.1999;2;6100.26;6183.75;6165.84;787.55;890.31
XU100;20.09.1999;1;6165.84;6271.39;6196.3;791.82;891.6
XU100;20.09.1999;2;6139.61;6221.99;6221.99;795.1;895.3
XU100;21.09.1999;1;6143.91;6221.99;6195.21;789.02;887.43
XU100;21.09.1999;2;6116.31;6195.21;6173.83;786.3;884.37
XU100;22.09.1999;1;6061.1;6173.83;6094.86;775.02;872.27
XU100;22.09.1999;2;6045.63;6121.25;6121.25;778.38;876.04
XU100;23.09.1999;1;6101.69;6259.66;6212.05;792.01;883.57
XU100;23.09.1999;2;6165.46;6252.06;6252.06;797.11;889.26
XU100;24.09.1999;1;6117.85;6252.06;6135.47;779.63;873.76
XU100;24.09.1999;2;6082.47;6179.27;6179.27;785.19;879.99
XU100;27.09.1999;1;6081.74;6230;6087.94;773.16;865.1
XU100;27.09.1999;2;6078.8;6143.69;6092.78;773.77;865.79
XU100;28.09.1999;1;5983.62;6094.71;6027.37;761.4;854.4
XU100;28.09.1999;2;5967.78;6086.93;6086.93;768.93;862.84
XU100;29.09.1999;1;6033.66;6107.1;6068.29;767.51;856.49
XU100;29.09.1999;2;6006.71;6096.66;6096.66;771.1;860.49
XU100;30.09.1999;1;6052.13;6161.26;6115.08;774.48;859.11
XU100;30.09.1999;2;6033.24;6115.38;6071.12;768.92;852.94
XU100;01.10.1999;1;5919.86;6107.08;5919.86;752.03;826.3
XU100;01.10.1999;2;5892.67;5985.24;5961.53;757.32;832.12
XU100;04.10.1999;1;5851.49;5961.53;5890.9;749.68;818.12
XU100;04.10.1999;2;5798.42;5902.94;5850.46;744.54;812.51
XU100;05.10.1999;1;5833.91;5941.84;5874.99;744.5;812.85
XU100;05.10.1999;2;5779.01;5881.55;5822.21;737.82;805.54
XU100;06.10.1999;1;5789.74;5867.66;5793.54;732;802.11
XU100;06.10.1999;2;5785.33;5923.37;5923.37;748.4;820.08
XU100;07.10.1999;1;5885.27;5965.72;5949.5;752.78;819.89
XU100;07.10.1999;2;5826.44;5966.22;5855.24;740.85;806.9
XU100;08.10.1999;1;5763.45;5882.56;5763.45;726.88;795.01
XU100;08.10.1999;2;5719.9;5794.82;5794.82;730.83;799.34
XU100;11.10.1999;1;5675.41;5801.04;5722.59;719.3;790.26
XU100;11.10.1999;2;5661.13;5749.73;5699.77;716.43;787.11
XU100;12.10.1999;1;5699.77;5837.93;5824.7;727.12;801.49
XU100;12.10.1999;2;5731.81;5858.91;5782.41;721.84;795.67
XU100;13.10.1999;1;5681.8;5782.41;5697.36;712.8;781.87
XU100;13.10.1999;2;5664.2;5731.56;5701.53;713.32;782.45
XU100;14.10.1999;1;5675.36;5760.66;5704.59;715.95;777.62
XU100;14.10.1999;2;5646.34;5753.41;5718.9;717.75;779.57
XU100;15.10.1999;1;5718.9;5911.26;5876.51;735.97;800.77
XU100;15.10.1999;2;5859.15;5985.61;5930.82;742.78;808.18
XU100;18.10.1999;1;5930.82;6070.68;5991.28;752.5;811.22
XU100;18.10.1999;2;5922.73;6025.4;5998.02;753.35;812.13
XU100;19.10.1999;1;5922.79;6014.11;5946.33;744;801.76
XU100;19.10.1999;2;5872.54;5970.06;5970.06;746.97;804.96
XU100;20.10.1999;1;5890.48;5974.71;5909.89;737.1;797.56
XU100;20.10.1999;2;5849.48;5932.08;5912.19;737.39;797.87
XU100;21.10.1999;1;5867.97;5941.35;5885.54;731.7;795.02
XU100;21.10.1999;2;5791.02;5915.06;5839.9;726.03;788.85
XU100;22.10.1999;1;5839.9;6060.4;6041.6;750.67;814.26
XU100;22.10.1999;2;6021.74;6160.52;6160.52;765.44;830.29
XU100;25.10.1999;1;6160.52;6371.53;6303.31;781.05;849.82
XU100;25.10.1999;2;6259.34;6403.43;6403.43;793.46;863.32
XU100;26.10.1999;1;6360.24;6536.67;6471.43;795.97;872.54
XU100;26.10.1999;2;6391.8;6551;6545.55;805.09;882.54
XU100;27.10.1999;1;6405.92;6562.98;6464.72;792.38;872.77
XU100;27.10.1999;2;6419.53;6509.92;6509.92;797.92;878.87
XU100;28.10.1999;1;6437.71;6563.53;6556.05;799.82;887.56
XU100;01.11.1999;1;6481.84;6677.45;6504.15;793.49;880.53
XU100;01.11.1999;2;6445.95;6534.73;6534.73;797.22;884.67
XU100;02.11.1999;1;6425.41;6552.02;6451.17;782.35;866.78
XU100;02.11.1999;2;6423.55;6545.09;6542.23;793.4;879.01
XU100;03.11.1999;1;6511.36;6715.87;6710;810.45;903.29
XU100;03.11.1999;2;6708.2;6848.86;6843.69;826.6;921.29
XU100;04.11.1999;1;6843.69;6997.2;6938.05;836.23;933.54
XU100;04.11.1999;2;6927.41;7085.13;7043.06;848.89;947.67
XU100;05.11.1999;1;6899.89;7043.06;6989.94;841.69;938.11
XU100;05.11.1999;2;6973.58;7159.58;7132.54;858.86;957.25
XU100;08.11.1999;1;7050.32;7208.71;7183.02;859.25;968.36
XU100;08.11.1999;2;7080.62;7258.57;7176.19;858.43;967.44
XU100;09.11.1999;1;7075.97;7394.51;7393.68;880.6;991.09
XU100;09.11.1999;2;7393.68;7641.46;7593.54;904.4;1017.88
XU100;10.11.1999;1;7593.54;7936.73;7687.23;914.6;1027.97
XU100;10.11.1999;2;7686.45;7963.45;7918.44;942.1;1058.89
XU100;11.11.1999;1;7896.98;8231.46;8196.78;972.84;1095.34
XU100;11.11.1999;2;8009.32;8384.71;8057.58;956.32;1076.74
XU100;12.11.1999;1;8057.58;8281.27;8207.37;971.09;1092.84
XU100;12.11.1999;2;8166.13;8320.89;8298.62;981.89;1104.99
XU100;15.11.1999;1;8156.09;8583.74;8583.74;1011.67;1148.66
XU100;15.11.1999;2;8321.4;8732.68;8364.85;985.87;1119.37
XU100;16.11.1999;1;8256.34;8439.75;8406.99;985.46;1120.09
XU100;16.11.1999;2;8206.26;8496.37;8334.77;976.99;1110.47
XU100;17.11.1999;1;8232.99;8479.48;8342.78;977.86;1107.48
XU100;17.11.1999;2;8173.12;8360.45;8244.89;966.39;1094.49
XU100;18.11.1999;1;8213.85;8379.74;8375.46;983.15;1105.55
XU100;18.11.1999;2;8235;8436.78;8329.07;977.7;1099.43
XU100;19.11.1999;1;8329.07;8586.21;8542.79;999.34;1128.31
XU100;19.11.1999;2;8415.04;8589.38;8509.37;995.43;1123.9
XU100;22.11.1999;1;8505.21;8728.04;8698.93;1012.83;1151.43
XU100;22.11.1999;2;8669.22;8879.79;8879.79;1033.89;1175.36
XU100;23.11.1999;1;8796.95;9005.54;8799.97;1019.63;1158.71
XU100;23.11.1999;2;8608.57;8818.69;8656.79;1003.04;1139.86
XU100;24.11.1999;1;8362.92;8712.81;8484.64;981.8;1114.96
XU100;24.11.1999;2;8367.16;8554.66;8554.66;989.91;1124.16
XU100;25.11.1999;1;8372.72;8569.8;8412.9;968.16;1109.15
XU100;25.11.1999;2;8381.78;8525.81;8525.82;981.15;1124.03
XU100;26.11.1999;1;8043.15;8525.81;8055.39;922.89;1060.08
XU100;26.11.1999;2;7856.55;8055.39;7994.87;915.95;1052.12
XU100;29.11.1999;1;7799.68;7996.55;7962.07;908.69;1052.87
XU100;29.11.1999;2;7962.07;8120.93;8104.75;924.98;1071.73
XU100;30.11.1999;1;7904.19;8207.23;7949.59;902.84;1046.08
XU100;30.11.1999;2;7910.31;8507.35;8459.48;960.75;1113.18
XU100;01.12.1999;1;8459.48;8673.41;8559.94;970.39;1124.68
XU100;01.12.1999;2;8559.27;8784.33;8776.2;994.9;1153.09
XU100;02.12.1999;1;8776.2;9100.6;9100.6;1029.88;1194.1
XU100;02.12.1999;2;9066.87;9278.46;9211.81;1042.46;1208.69
XU100;03.12.1999;1;9211.81;9633.27;9547.2;1077.2;1253.06
XU100;03.12.1999;2;9232.89;9588.21;9408.2;1061.51;1234.82
XU100;06.12.1999;1;9408.2;9958.43;9892.23;1111.81;1300.17
XU100;06.12.1999;2;9721.63;10037.27;9861.08;1108.31;1296.07
XU100;07.12.1999;1;9620.67;9949.98;9912.64;1116.17;1285.75
XU100;07.12.1999;2;9912.64;10112.45;10076.25;1134.59;1306.97
XU100;08.12.1999;1;9923.31;10272.6;9986.2;1125.92;1288.5
XU100;08.12.1999;2;9739.62;9988.7;9849.61;1110.52;1270.87
XU100;09.12.1999;1;9846.14;10322.94;10322.94;1162.2;1329.63
XU100;09.12.1999;2;10213.45;10385.22;10336.75;1163.76;1331.4
XU100;10.12.1999;1;10336.75;11246.95;11234.34;1258.91;1450.46
XU100;10.12.1999;2;11234.34;11802.09;11467.84;1285.07;1480.61
XU100;13.12.1999;1;11467.84;12526.42;12486.14;1395.59;1611.59
XU100;13.12.1999;2;12486.14;12927.57;12911.24;1443.11;1666.46
XU100;14.12.1999;1;12481.62;13129.82;12481.62;1387.2;1605.38
XU100;14.12.1999;2;12000.1;12520.35;12064.2;1340.8;1551.69
XU100;15.12.1999;1;11925.05;12592.72;12169.4;1346.04;1569.22
XU100;15.12.1999;2;12169.4;12560.05;12560.05;1389.25;1619.6
XU100;16.12.1999;1;12560.05;13397.2;13097.53;1444.54;1689.1
XU100;16.12.1999;2;12712.26;13205.35;12979.52;1431.52;1673.88
XU100;17.12.1999;1;12850.07;13332.8;13237.23;1466.01;1691.92
XU100;17.12.1999;2;13074.84;13437.55;13206.08;1462.56;1687.93
XU100;20.12.1999;1;13073.2;13476.34;13347.14;1477.78;1700.46
XU100;20.12.1999;2;13258.86;13491.54;13433.95;1487.39;1711.52
XU100;21.12.1999;1;13433.95;13849.62;13684.74;1501.83;1744.43
XU100;21.12.1999;2;13343.57;13788.16;13479.97;1479.36;1718.32
XU100;22.12.1999;1;13163.67;14086.87;14002.62;1535.37;1780.56
XU100;22.12.1999;2;13471.8;14119;13583.99;1489.47;1727.33
XU100;23.12.1999;1;13288.2;13795.85;13492.26;1475.55;1708.88
XU100;23.12.1999;2;13314.44;13560.41;13428.58;1468.59;1700.82
XU100;24.12.1999;1;13428.58;14175.42;14154.71;1546.69;1794.93
XU100;24.12.1999;2;14107.44;14405.49;14403.77;1573.91;1826.52
XU100;27.12.1999;1;14403.77;15599.88;15534.86;1697.41;1963.03
XU100;27.12.1999;2;15390.7;15898.29;15747.94;1720.69;1989.96
XU100;28.12.1999;1;15591.15;16182.27;15594.38;1696.11;1960.95
XU100;28.12.1999;2;15036.36;15734.85;15208.78;1654.17;1912.46
XU100;04.01.2000;1;15208.78;16941.73;16860.37;1815.5;2107.3
XU100;04.01.2000;2;16860.37;17639.26;17512.19;1885.69;2188.76
XU100;05.01.2000;1;16237.71;17802.14;16597.66;1803.81;2047.07
XU100;05.01.2000;2;16238.21;17109.93;16932;1840.15;2088.31
XU100;06.01.2000;1;16236.01;17360.58;17264.29;1878.63;2122.71
XU100;06.01.2000;2;16086.8;17460.66;16200.02;1762.82;1991.86
XU100;07.01.2000;1;15623.53;16305.56;15837.36;1723.3;1944.4
XU100;11.01.2000;1;15318.18;16247.64;15435.73;1679.6;1895.09
XU100;11.01.2000;2;15293.17;16388.32;16347.39;1778.8;2007.01
XU100;12.01.2000;1;16347.39;17104.99;17104.99;1845.88;2106.03
XU100;12.01.2000;2;16793.27;17304.22;16933.59;1827.38;2084.93
XU100;13.01.2000;1;16933.59;18093.28;17861.22;1928.68;2194.1
XU100;13.01.2000;2;17799.64;18256.75;18138.2;1958.59;2228.12
XU100;14.01.2000;1;18138.2;19041.27;18990.27;2046.58;2335.02
XU100;14.01.2000;2;18626.7;19332.07;19110.3;2059.52;2349.78
XU100;17.01.2000;1;19110.3;20617.92;20000.14;2145.91;2469.28
XU100;17.01.2000;2;18301.29;20204.6;18458.25;1980.48;2278.91
XU100;18.01.2000;1;18182.54;19279.79;18777.62;2001.8;2323.31
XU100;18.01.2000;2;18401.27;19577.27;19577.27;2087.05;2422.25
XU100;19.01.2000;1;19169.45;20316.2;19288.36;2055.62;2387.44
XU100;19.01.2000;2;18228.4;19288.36;18414;1962.44;2279.21
XU100;20.01.2000;2;17343.61;18414;18030.76;1922.14;2227.55
XU100;21.01.2000;1;17371.44;18324.9;17593.65;1873.4;2173.43
XU100;21.01.2000;2;16928.24;17593.65;17257.96;1837.65;2131.96
XU100;24.01.2000;1;16419.89;17257.96;16573.57;1763.67;2045.92
XU100;24.01.2000;2;16497.05;17668.86;17663.58;1879.66;2180.48
XU100;25.01.2000;1;17261.38;17819.43;17399.41;1841.11;2153.67
XU100;25.01.2000;2;17006.75;17462.1;17218.73;1821.99;2131.3
XU100;26.01.2000;1;17218.73;17802.02;17691.56;1871.98;2186.51
XU100;26.01.2000;2;17612.48;18014.37;18014.37;1906.14;2226.41
XU100;27.01.2000;1;17865.2;18300.86;18136.92;1917.49;2240.56
XU100;27.01.2000;2;17927.23;18519.52;18098.64;1913.45;2235.83
XU100;28.01.2000;1;18098.64;18814.21;18606.35;1958.28;2308.49
XU100;28.01.2000;2;17878.71;18649.14;18172.32;1912.6;2254.64
XU100;31.01.2000;1;17425.29;18400.83;17608.13;1844.95;2194.11
XU100;31.01.2000;2;16633.93;17608.13;16714.95;1751.37;2082.81
XU100;01.02.2000;1;16175.62;17036.94;16826.67;1756.37;2097.49
XU100;01.02.2000;2;16180.77;16850.34;16342.23;1705.81;2037.11
XU100;02.02.2000;1;16342.23;16921.56;16602.53;1727.02;2075.57
XU100;02.02.2000;2;15795.46;16602.53;16040.49;1668.56;2005.31
XU100;03.02.2000;1;15714.91;16385.2;15783.16;1638.67;1974.85
XU100;03.02.2000;2;15378.9;16096.86;16096.86;1671.24;2014.1
XU100;04.02.2000;1;15754.5;16374.68;16277.83;1691.56;2030.87
XU100;04.02.2000;2;16277.83;17029.61;16870.62;1753.17;2104.83
XU100;07.02.2000;1;16870.62;17376.09;17092.89;1779.36;2124.09
XU100;07.02.2000;2;16260.92;17092.89;16377.87;1704.93;2035.23
XU100;08.02.2000;1;15889.11;16462.57;15928.04;1651.2;1980.38
XU100;08.02.2000;2;15647.98;16148.9;16050.29;1663.88;1995.58
XU100;09.02.2000;1;15750.99;16192.17;15986.94;1665.8;1971.05
XU100;09.02.2000;2;15309.15;15986.94;15433.4;1608.13;1902.8
XU100;10.02.2000;1;14890.54;15555.33;15410.53;1606.84;1895.15
XU100;10.02.2000;2;15336.01;15829.58;15829.58;1650.53;1946.68
XU100;11.02.2000;1;15601.3;16165.07;15670.22;1628.82;1931.78
XU100;11.02.2000;2;15388.05;15670.22;15598.19;1621.34;1922.9
XU100;14.02.2000;1;15243.72;15730.61;15390.64;1594.77;1901.99
XU100;14.02.2000;2;15083.49;15390.64;15237.4;1578.89;1883.05
